,seq,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,chi,sharp,Jvar,Kvar,Lvar,Kamp,Var_Status
3478,17369,19.713,0.0592,19.002,0.0511,18.528,0.0445,0.895, 0.737, 0.312, 0.942, 0.368,99.999,0
3479, 7031,19.017,0.0935,17.949,0.0491,17.710,0.0282,1.416, 2.361, 0.779, 0.967, 0.944,99.999,0
3480, 6295,99.999,9.9999,99.999,9.9999,18.627,0.0774,1.170,-3.405, 0.000, 0.000, 0.000,99.999,0
3481,10426,19.641,0.0695,18.723,0.0653,18.484,0.0454,1.052, 0.681, 1.090, 0.926, 1.265,99.999,0
3482, 3125,20.198,0.1716,19.069,0.0931,18.816,0.0897,0.738,-2.497, 2.170, 0.926, 2.518,99.999,0
3483,12996,18.681,0.0614,17.680,0.0782,17.414,0.0296,0.761,-0.411, 2.590, 0.982, 3.188,99.999,0
3484, 9904,18.679,0.0728,17.748,0.0755,17.561,0.0243,1.285, 1.728, 0.071, 0.943, 0.084,99.999,0
3485,19412,18.914,0.0217,18.127,0.0696,17.782,0.0232,1.068,-0.119, 0.218, 0.968, 0.264,99.999,0
3486,16447,18.426,0.0623,17.605,0.0834,17.520,0.0231,1.201, 1.368, 1.250, 0.985, 1.543,99.999,0
3487, 1894,18.487,0.0827,17.846,0.0281,17.646,0.0373,1.571, 2.618, 1.166, 0.900, 1.316,99.999,0
3488,16017,19.214,0.1057,18.156,0.0444,18.086,0.0322,0.925, 1.322, 1.182, 0.944, 1.398,99.999,0
3489, 6701,19.330,0.3440,18.159,0.0254,18.068,0.0282,0.967,-0.070, 1.759, 0.958, 2.112,99.999,0
3490, 5230,19.093,0.2107,18.165,0.0231,18.066,0.0262,0.997, 0.319, 1.007, 0.953, 1.203,99.999,0
3491,12656,18.632,0.0909,17.560,0.0093,17.276,0.0270,0.847, 0.172, 1.952, 0.979, 2.396,99.999,0
3492,16409,20.114,0.1887,19.319,0.0765,18.701,0.0447,0.974, 2.446, 0.683, 0.975, 0.834,99.999,0
3493,18242,20.029,0.0815,18.923,0.0463,18.837,0.0383,1.271, 2.336,-0.213, 0.968,-0.258,99.999,0
3494,17823,19.809,0.3498,19.211,0.3032,18.794,0.0310,0.960,-0.643, 1.602, 0.900, 1.807,99.999,0
3495, 8082,18.642,0.0962,17.769,0.0328,17.420,0.0228,0.965, 0.218,-1.386, 0.951,-1.651,99.999,0
3496, 6258,17.519,0.0687,16.698,0.0140,16.535,0.0059,1.073, 0.181, 0.588, 0.959, 0.707,99.999,0
3497,19260,16.363,0.1285,15.862,0.0290,15.323,0.0316,3.589, 0.390, 1.321, 0.905, 1.499,99.999,0
3498,10903,19.061,0.1607,19.006,0.0425,18.770,0.0866,1.213, 0.572, 0.945, 0.914, 1.083,99.999,0
3499,16240,20.398,0.4727,19.746,0.0726,19.400,0.0703,0.741,-2.471, 1.352, 0.944, 1.601,99.999,0
3500, 1434,99.999,9.9999,99.999,9.9999,18.087,0.0465,1.280, 0.601, 0.000, 0.000, 0.000,99.999,0
3501, 7433,20.546,0.5384,19.796,0.2901,19.902,0.1054,1.116,-2.893, 0.562, 0.893, 0.629,99.999,0
3502, 8985,18.972,0.0233,18.183,0.0908,17.850,0.0178,1.082, 0.293, 0.328, 0.976, 0.401,99.999,0
3503, 1158,20.552,0.1359,19.523,0.0561,19.645,0.0958,0.796,-0.280, 0.601, 0.874, 0.659,99.999,0
3504, 4061,19.306,0.0448,18.266,0.0558,18.199,0.0280,1.389, 3.008, 0.266, 0.965, 0.322,99.999,0
3505,17062,18.956,0.0329,18.257,0.0324,17.887,0.0202,1.081, 0.791, 0.167, 0.966, 0.202,99.999,0
3506,13213,19.613,0.0936,18.668,0.0553,18.482,0.0320,1.166, 1.709, 0.069, 0.979, 0.085,99.999,0
3507, 4894,19.325,0.1968,18.488,0.1238,18.295,0.0408,0.924, 2.752, 1.779, 0.966, 2.154,99.999,0
3508,12607,19.252,0.1398,18.618,0.0321,18.475,0.0395,0.868,-0.072, 1.282, 0.966, 1.552,99.999,0
3509,12625,19.394,0.1233,18.502,0.0363,18.478,0.0317,0.950, 2.578, 0.685, 0.986, 0.846,99.999,0
3510, 4648,19.182,0.0674,18.411,0.0329,18.141,0.0175,1.027, 0.444, 0.204, 0.966, 0.247,99.999,0
3511, 8961,19.814,0.1388,19.346,0.1683,19.133,0.0837,0.961, 3.559, 1.020, 0.964, 1.232,99.999,0
3512, 6617,19.303,0.0588,18.134,0.0687,17.776,0.0303,0.933,-1.498, 1.292, 0.973, 1.575,99.999,0
3513,10935,20.001,0.2379,19.568,0.1739,19.574,0.0436,1.020, 3.026, 0.538, 0.915, 0.617,99.999,0
3514, 4040,20.248,0.2056,19.057,0.1462,18.679,0.0374,1.072, 0.794, 0.497, 0.900, 0.561,99.999,0
3515, 4881,19.819,0.3613,19.437,0.0571,19.205,0.0831,0.973,-1.115, 0.906, 0.959, 1.089,99.999,0
3516,14872,19.895,0.1373,19.071,0.0618,18.905,0.0298,0.846,-0.640, 0.083, 0.958, 0.099,99.999,0
3517, 2893,20.362,0.3375,18.971,0.0549,18.819,0.0257,0.922, 0.737, 0.529, 0.984, 0.652,99.999,0
3518,13789,20.158,0.0673,19.217,0.0491,18.995,0.0515,0.768,-0.045, 0.596, 0.955, 0.713,99.999,0
3519,  231,18.777,0.1297,17.905,0.1055,17.665,0.0200,1.143,-0.742, 0.871, 0.971, 1.060,99.999,0
3520, 3685,19.220,0.0391,17.995,0.0222,17.736,0.0386,0.876,-0.961, 1.534, 0.980, 1.884,99.999,0
3521,10662,18.506,0.0553,17.762,0.0409,17.577,0.0244,2.144, 3.133, 0.776, 0.864, 0.841,99.999,0
3522,15256,19.955,0.1252,19.162,0.1110,18.959,0.0592,0.720,-0.922, 1.270, 0.958, 1.525,99.999,0
3523, 6927,19.731,0.2471,18.939,0.0346,18.938,0.0269,0.771,-0.188, 0.601, 0.979, 0.737,99.999,0
3524, 4963,19.057,0.2294,18.348,0.0483,18.362,0.0372,1.132, 2.039, 1.053, 0.977, 1.289,99.999,0
3525, 5564,19.715,0.0995,18.565,0.0380,18.467,0.0415,0.931, 0.719, 0.741, 0.985, 0.915,99.999,0
3526, 6171,20.440,0.1481,19.308,0.0644,19.257,0.0892,0.856,-1.625, 1.524, 0.930, 1.776,99.999,0
3527,18015,19.806,0.1301,19.523,0.0748,18.960,0.0711,1.076, 0.487, 0.459, 0.912, 0.524,99.999,0
3528, 4574,18.760,0.0992,17.883,0.0570,17.284,0.0314,0.804, 0.329, 3.002, 0.974, 3.666,99.999,0
3529, 2081,19.200,0.0241,17.927,0.0177,17.576,0.0250,0.874, 0.022, 0.938, 0.952, 1.120,99.999,0
3530, 8482,20.983,0.2861,19.812,0.1275,20.125,0.0935,1.199,-4.988,-0.119, 0.950,-0.142,99.999,0
3531, 9663,20.407,0.2538,20.001,0.3291,19.502,0.0814,0.945, 2.526, 1.611, 0.889, 1.794,99.999,0
3532, 2386,19.532,0.1051,18.409,0.0296,18.357,0.0377,0.843,-0.782, 1.142, 0.959, 1.373,99.999,0
3533,17449,20.270,0.0854,19.834,0.0717,19.146,0.0441,0.737,-1.239, 0.248, 0.883, 0.275,99.999,0
3534,12982,20.586,0.1041,19.046,0.0892,18.658,0.0475,0.836,-0.437, 0.995, 0.989, 1.233,99.999,0
3535, 5087,19.595,0.0663,18.857,0.0388,19.084,0.0551,0.922,-0.710, 0.967, 0.951, 1.153,99.999,0
3536, 7242,19.459,0.0551,18.497,0.0551,18.523,0.0383,1.226, 1.924, 0.499, 0.966, 0.604,99.999,0
3537, 2100,19.123,0.0324,18.151,0.0362,17.894,0.0265,0.971,-0.018, 0.456, 0.980, 0.561,99.999,0
3538, 3075,18.688,0.0846,17.741,0.0217,17.422,0.0170,1.381, 1.283, 0.405, 0.956, 0.485,99.999,0
3539,11797,99.999,9.9999,99.999,9.9999,17.948,0.0456,1.360, 2.077, 0.000, 0.000, 0.000,99.999,0
3540, 6031,20.477,0.3689,19.460,0.0742,19.548,0.0699,0.881,-1.486, 0.414, 0.943, 0.490,99.999,0
3541,12856,19.774,0.0536,18.643,0.1330,18.552,0.0323,0.804,-1.168, 1.177, 0.987, 1.457,99.999,0
3542,19566,18.570,0.1060,17.355,0.4052,17.765,0.1088,2.454, 1.725, 2.452, 0.834, 2.564,99.999,0
3543, 9552,18.924,0.0928,18.269,0.0636,17.962,0.0296,0.874, 0.607, 0.196, 0.971, 0.239,99.999,0
3544,15710,18.790,0.0266,17.829,0.0325,17.533,0.0352,1.197, 0.633, 1.644, 0.977, 2.012,99.999,0
3545,17223,18.213,0.1618,17.201,0.0076,16.902,0.0081,1.058,-0.624, 0.912, 0.958, 1.095,99.999,0
3546, 8219,19.259,0.0757,18.041,0.1591,17.488,0.0420,1.222, 0.641, 2.517, 0.950, 2.996,99.999,0
3547,11702,19.301,0.0770,18.575,0.0545,18.501,0.0362,0.932, 2.375, 0.734, 0.960, 0.883,99.999,0
3548,17372,19.667,0.0383,19.065,0.0444,18.637,0.0207,0.768,-1.190, 0.210, 0.962, 0.253,99.999,0
3549,17974,20.167,0.7230,19.266,0.0680,18.753,0.0613,1.017,-2.376, 0.692, 0.903, 0.783,99.999,0
3550,14468,99.999,9.9999,21.937,0.7014,19.782,0.2432,1.083,-1.205, 0.151, 0.904, 0.171,99.999,0
3551,11659,17.995,0.0296,17.082,0.0649,16.643,0.0175,1.104,-0.362, 1.669, 0.978, 2.047,99.999,0
3552, 8134,18.824,0.0495,18.073,0.0633,17.767,0.0272,0.890, 0.281, 0.410, 0.925, 0.475,99.999,0
3553,11924,18.058,0.0540,17.240,0.0123,16.900,0.0137,0.889,-0.005, 1.000, 0.951, 1.191,99.999,0
3554,14020,19.822,0.0818,18.921,0.0591,18.954,0.0659,0.900, 0.776, 0.955, 0.975, 1.166,99.999,0
3555, 4222,19.391,0.2081,18.868,0.0552,18.787,0.0861,1.024,-0.994, 1.138, 0.936, 1.336,99.999,0
3556,18472,19.090,0.4429,18.923,0.0826,18.834,0.0970,1.577, 0.290, 1.288, 0.865, 1.396,99.999,0
3557, 6474,19.100,0.0412,18.267,0.0746,17.903,0.0267,1.207, 0.119, 0.445, 0.988, 0.551,99.999,0
3558, 5564,19.715,0.0995,18.565,0.0380,18.467,0.0415,0.931, 0.719, 0.741, 0.985, 0.915,99.999,0
3559, 6010,18.832,0.0285,17.659,0.0269,16.949,0.0345,1.230, 0.833, 1.845, 0.945, 2.185,99.999,0
3560,  507,21.625,0.2426,19.367,0.0697,18.914,0.1579,0.892,-0.504, 3.025, 0.912, 3.456,99.999,0
3561,16404,18.144,0.0400,17.204,0.1031,16.848,0.0208,0.975, 0.670, 2.023, 0.960, 2.435,99.999,0
3562,13215,19.937,0.0733,18.985,0.0583,18.965,0.0785,1.002, 1.710, 0.706, 0.965, 0.854,99.999,0
3563,15859,20.079,0.2804,19.560,0.0516,19.292,0.0516,0.797,-0.294, 0.547, 0.944, 0.646,99.999,0
3564, 2319,17.991,0.0450,17.193,0.0231,16.963,0.0126,1.170, 0.589, 0.612, 0.976, 0.749,99.999,0
3565,15378,18.757,0.0409,17.985,0.0438,17.727,0.0271,1.486, 2.684, 0.224, 0.969, 0.272,99.999,0
3566, 2415,20.453,0.2194,19.315,0.2320,19.068,0.0515,0.919,-0.109, 1.013, 0.934, 1.187,99.999,0
3567, 5330,20.107,0.0580,18.931,0.0565,19.034,0.0563,1.020, 0.173, 0.431, 0.965, 0.521,99.999,0
3568, 5236,19.579,0.0692,18.568,0.0228,18.446,0.0399,0.846, 0.416, 0.613, 0.975, 0.749,99.999,0
3569, 7817,99.999,9.9999,99.999,9.9999,18.174,0.0866,1.900, 4.627, 0.000, 0.000, 0.000,99.999,0
3570, 1666,18.910,0.0327,17.916,0.0740,17.660,0.0262,1.126, 1.919, 0.830, 0.922, 0.958,99.999,0
3571, 2709,19.667,0.0355,18.575,0.0457,18.379,0.0364,0.855, 2.342, 0.819, 0.982, 1.008,99.999,0
3572, 6804,19.460,0.0368,18.521,0.0394,18.172,0.0680,1.189, 0.524, 1.640, 0.962, 1.977,99.999,0
3573, 4702,18.613,0.0173,17.714,0.0609,17.453,0.0239,0.885, 0.438, 1.234, 0.985, 1.524,99.999,0
3574, 7963,19.479,0.1675,18.804,0.0539,18.604,0.0190,0.939, 0.503,-0.151, 0.925,-0.175,99.999,0
3575,14678,20.088,0.0766,19.240,0.0589,19.108,0.0863,0.888,-0.859, 1.317, 0.932, 1.538,99.999,0
3576,11003,20.507,0.2763,19.628,0.0562,19.117,0.0516,0.991,-0.192, 0.078, 0.864, 0.084,99.999,0
3577, 8748,17.657,0.0176,16.798,0.0372,16.322,0.0105,1.202,-0.240, 0.347, 0.948, 0.413,99.999,0
3578,15363,19.927,0.2891,19.199,0.0604,19.002,0.0604,0.869,-1.802, 1.352, 0.952, 1.613,99.999,0
3579,16735,19.440,0.0705,18.492,0.0297,18.104,0.0219,0.917, 0.702, 0.338, 0.957, 0.406,99.999,0
3580, 6631,19.297,0.1590,18.481,0.0379,18.386,0.0414,1.025, 1.352, 1.197, 0.966, 1.450,99.999,0
3581, 3978,17.760,0.0366,16.640,0.0517,16.157,0.0157,1.445, 0.381, 1.460, 0.960, 1.756,99.999,0
3582, 8623,20.053,0.1118,19.254,0.4331,18.985,0.0434,0.940, 0.803, 0.321, 0.929, 0.374,99.999,0
3583,15471,18.887,0.0331,18.184,0.0326,17.622,0.0161,1.039, 0.113, 0.332, 0.981, 0.408,99.999,0
3584,17815,19.862,0.3735,19.172,0.0504,18.651,0.0651,0.825,-0.670, 1.819, 0.887, 2.023,99.999,0
3585, 1934,19.085,0.0289,18.880,0.0375,19.214,0.0469,0.949,-0.015, 0.099, 0.964, 0.120,99.999,0
3586, 8774,18.897,0.0592,18.218,0.1228,17.834,0.0457,1.103,-0.672, 1.533, 0.973, 1.870,99.999,0
3587,12618,19.552,0.0495,18.588,0.0422,18.393,0.0438,0.949,-1.286, 0.726, 0.941, 0.857,99.999,0
3588, 3683,20.175,0.2031,19.175,0.0821,18.992,0.0537,0.913, 0.566, 0.890, 0.912, 1.017,99.999,0
3589, 4821,19.188,0.0803,18.173,0.0181,17.989,0.0208,0.845, 0.964, 0.526, 0.984, 0.649,99.999,0
3590, 6411,18.410,0.0206,17.401,0.0280,17.086,0.0279,1.617, 2.469, 0.920, 0.926, 1.068,99.999,0
3591, 7092,18.577,0.0941,17.500,0.0184,17.366,0.0303,1.246, 0.389, 1.404, 0.972, 1.710,99.999,0
3592,16696,19.653,0.1286,19.406,0.0957,18.796,0.0938,1.371, 0.274, 0.927, 0.942, 1.094,99.999,0
3593,13315,19.491,0.0816,18.591,0.0342,18.513,0.0879,0.873,-0.610, 2.707, 0.966, 3.276,99.999,0
3594, 6362,18.976,0.1339,17.997,0.0564,17.800,0.0304,1.327, 3.789, 0.888, 0.948, 1.055,99.999,0
3595,17640,19.103,0.0586,18.329,0.0334,17.987,0.0206,1.204, 1.924, 0.401, 0.977, 0.491,99.999,0
3596,13064,19.616,0.1273,18.619,0.0288,18.386,0.0363,0.832, 0.033, 1.061, 0.984, 1.309,99.999,0
3597,12829,19.948,0.2669,18.866,0.0407,18.751,0.0389,0.814, 0.877, 1.138, 0.981, 1.400,99.999,0
3598,14008,18.740,0.0180,17.945,0.0224,17.559,0.0221,0.953, 0.300, 0.945, 0.982, 1.164,99.999,0
3599,12317,19.272,0.0429,18.653,0.3497,18.228,0.0516,0.878,-0.389, 2.027, 0.948, 2.408,99.999,0
3600,12845,99.999,9.9999,99.999,9.9999,19.379,0.1052,0.880,-0.539, 0.000, 0.000, 0.000,99.999,0
3601, 9437,19.726,0.1643,18.744,0.0955,18.715,0.0418,1.390, 2.986, 0.667, 0.954, 0.798,99.999,0
3602,17457,19.109,0.0770,18.661,0.0308,18.082,0.0312,0.825, 0.058, 0.723, 0.973, 0.882,99.999,0
3603,19059,18.704,0.0969,17.719,0.1120,17.440,0.0235,1.045, 0.709, 1.538, 0.985, 1.900,99.999,0
3604, 6070,18.138,0.0908,17.148,0.0200,17.036,0.0204,1.497, 0.951, 1.250, 0.951, 1.491,99.999,0
3605,  320,18.751,0.0550,18.005,0.0984,17.611,0.0385,1.522, 2.204, 1.080, 0.980, 1.326,99.999,0
3606, 4424,19.804,0.0796,19.359,0.0680,19.247,0.0493,0.991, 1.701, 0.392, 0.922, 0.452,99.999,0
3607,11283,20.188,0.2630,19.835,0.1183,19.419,0.0852,0.757,-0.394, 1.476, 0.896, 1.656,99.999,0
3608,12722,19.930,0.0532,18.993,0.0473,18.713,0.0309,0.785,-0.424, 0.530, 0.962, 0.639,99.999,0
3609,  541,20.001,0.2998,18.768,0.0548,18.627,0.0687,1.027, 1.973, 1.458, 0.936, 1.710,99.999,0
3610,17787,19.939,0.0578,19.129,0.2852,18.958,0.0355,0.869,-1.370, 0.467, 0.970, 0.567,99.999,0
3611, 9959,19.262,0.0334,18.353,0.1055,18.141,0.0257,1.381, 2.273, 0.491, 0.956, 0.588,99.999,0
3612, 1444,19.501,0.2718,19.002,0.1383,18.858,0.0405,0.757,-0.324, 1.580, 0.970, 1.921,99.999,0
3613,11515,19.892,0.1493,19.055,0.0543,18.681,0.0145,0.767,-0.140,-0.225, 0.976,-0.275,99.999,0
3614,13555,20.055,0.1316,19.200,0.0767,19.017,0.0502,0.886, 0.753, 0.602, 0.926, 0.699,99.999,0
3615, 5146,19.491,0.0572,18.437,0.0402,18.261,0.0454,1.104, 0.980, 0.636, 0.959, 0.764,99.999,0
3616,18725,99.999,9.9999,99.999,9.9999,19.304,0.1454,0.980,-0.877, 0.000, 0.000, 0.000,99.999,0
3617, 7685,19.056,0.0588,18.078,0.0292,17.828,0.0331,1.218, 1.024, 0.879, 0.965, 1.062,99.999,0
3618,11834,19.180,0.0306,18.423,0.0341,18.207,0.0163,1.001, 2.279,-0.010, 0.966,-0.013,99.999,0
3619, 8445,18.556,0.1099,17.690,0.0665,17.335,0.0203,1.093, 0.725, 1.371, 0.945, 1.624,99.999,0
3620,12062,18.704,0.0794,17.896,0.0215,17.611,0.0256,0.919, 0.222, 1.396, 0.979, 1.713,99.999,0
3621,14218,19.467,0.2283,18.599,0.0441,18.374,0.0445,0.993,-0.554, 1.518, 0.962, 1.830,99.999,0
3622, 7564,19.405,0.2985,18.485,0.0324,18.428,0.0469,1.082, 2.872, 1.305, 0.972, 1.589,99.999,0
3623,16788,20.155,0.4112,19.160,0.1122,18.840,0.0229,0.857,-1.197, 0.481, 0.968, 0.584,99.999,0
3624, 1817,99.999,9.9999,99.999,9.9999,18.174,0.0516,1.150, 0.252, 0.000, 0.000, 0.000,99.999,0
3625, 2046,19.891,0.3029,19.045,0.2373,18.662,0.0726,0.844, 1.315, 1.565, 0.912, 1.789,99.999,0
3626, 5867,18.422,0.0575,17.349,0.0368,17.171,0.0277,1.556, 1.579, 0.928, 0.956, 1.113,99.999,0
3627, 9772,20.887,0.1012,19.846,0.0772,19.645,0.0641,0.978,-1.738,-0.195, 0.915,-0.224,99.999,0
3628,18452,18.828,0.2758,18.134,0.0628,18.151,0.1391,1.809, 2.535, 2.729, 0.996, 3.405,99.999,0
3629, 1928,20.080,0.1970,19.153,0.0506,19.037,0.0426,0.865, 1.014, 0.616, 0.983, 0.759,99.999,0
3630, 2011,19.931,0.0518,18.914,0.0395,18.755,0.0463,0.838, 1.845, 0.538, 0.974, 0.656,99.999,0
3631, 3452,18.470,0.0824,17.704,0.0164,17.527,0.0208,1.076, 1.637, 0.875, 0.978, 1.073,99.999,0
3632,11331,18.740,0.0586,17.995,0.0486,17.657,0.0365,1.204, 0.719, 2.629, 0.947, 3.121,99.999,0
3633, 8470,19.845,0.2917,19.214,0.1388,18.890,0.0499,0.770,-1.683, 0.254, 0.911, 0.290,99.999,0
3634, 3529,19.391,0.1291,18.471,0.0878,18.234,0.0275,1.000, 1.062, 1.344, 0.903, 1.521,99.999,0
3635,17506,19.686,0.1131,18.641,0.1605,18.382,0.0333,0.865, 0.128, 1.087, 0.964, 1.314,99.999,0
3636, 8685,18.113,0.0456,17.357,0.0420,16.716,0.0205,1.231, 0.325, 2.522, 0.931, 2.942,99.999,0
3637,15740,19.087,0.2106,18.383,0.0630,17.867,0.0350,1.494, 1.405, 0.832, 0.961, 1.002,99.999,0
3638, 3254,99.999,9.9999,99.999,9.9999,20.213,0.2801,0.779,-7.761, 0.588, 0.935, 0.689,99.999,0
3639, 5846,20.073,0.2359,18.857,0.0833,18.658,0.0371,1.214, 2.073, 0.174, 0.968, 0.210,99.999,0
3640,18774,99.999,9.9999,99.999,9.9999,18.637,0.0912,1.130,-0.467, 0.000, 0.000, 0.000,99.999,0
3641,17649,20.734,0.6289,20.134,0.1668,19.691,0.0962,0.906,-1.299, 0.790, 0.946, 0.937,99.999,0
3642,17111,19.352,0.1230,18.382,0.0301,18.200,0.0295,0.939,-0.680, 0.444, 0.984, 0.547,99.999,0
3643, 7616,20.166,0.1296,19.231,0.0743,19.163,0.1588,1.201, 0.300, 1.929, 0.924, 2.234,99.999,0
3644, 1292,19.595,0.3910,19.110,0.0871,18.903,0.0750,1.153, 1.865, 1.072, 0.904, 1.214,99.999,0
3645,17385,20.374,0.1398,21.015,0.2782,19.309,0.0709,0.847,-1.878, 0.632, 0.940, 0.745,99.999,0
3646, 1575,19.984,0.0714,19.163,0.1987,18.897,0.0379,0.859,-2.383, 0.433, 0.924, 0.501,99.999,0
3647, 6793,19.227,0.1196,18.205,0.0256,18.078,0.0295,0.944, 1.057, 1.227, 0.980, 1.507,99.999,0
3648,13608,19.732,0.0608,18.887,0.1180,18.732,0.0300,0.796,-0.228, 0.515, 0.981, 0.633,99.999,0
3649, 9245,19.492,0.0459,19.075,0.1967,18.729,0.0461,0.839, 0.328, 1.478, 0.909, 1.684,99.999,0
3650,16799,20.201,0.1099,19.077,0.0443,18.914,0.0622,0.843,-0.039, 1.302, 0.945, 1.541,99.999,0
3651, 7786,20.290,0.1957,19.155,0.0381,19.204,0.0455,0.805,-3.311, 0.320, 0.966, 0.388,99.999,0
3652,15145,20.383,0.6352,19.400,0.0663,19.577,0.0763,0.854,-1.553, 1.085, 0.912, 1.240,99.999,0
3653,11159,17.075,0.0407,16.577,0.0583,16.268,0.0253,1.226, 0.263, 3.085, 0.963, 3.723,99.999,0
3654, 3549,19.028,0.0718,18.190,0.0608,18.014,0.0131,0.867, 0.747, 0.310, 0.970, 0.377,99.999,0
3655,13764,20.143,0.2876,18.998,0.0475,19.018,0.0527,0.870, 0.246, 0.671, 0.976, 0.821,99.999,0
3656,10012,19.797,0.1268,19.510,0.0566,19.417,0.0583,0.986, 0.593, 0.318, 0.949, 0.378,99.999,0
3657,13906,18.092,0.0530,17.144,0.0203,17.035,0.0131,1.633, 1.122, 1.013, 0.924, 1.173,99.999,0
3658, 5343,19.366,0.0655,18.518,0.0452,18.598,0.0512,1.013, 1.483, 0.760, 0.973, 0.926,99.999,0
3659, 7981,21.458,0.4112,20.482,0.2008,20.098,0.0978,1.085,-3.211,-0.154, 0.759,-0.147,99.999,0
3660,13349,19.870,0.3773,19.100,0.2302,18.650,0.0386,0.782,-0.781, 1.511, 0.963, 1.824,99.999,0
3661, 7698,19.785,0.1254,19.079,0.0570,19.179,0.0619,1.010, 2.554, 0.820, 0.938, 0.964,99.999,0
3662, 8288,19.688,0.1879,19.314,0.0510,18.936,0.0346,1.039,-1.614,-0.207, 0.953,-0.247,99.999,0
3663, 4621,19.586,0.1313,18.593,0.0236,18.467,0.0498,0.915, 1.080, 0.985, 0.965, 1.192,99.999,0
3664, 9806,19.416,0.1554,19.261,0.0909,19.111,0.0877,1.236, 3.031, 0.646, 0.898, 0.727,99.999,0
3665,15274,18.737,0.1979,18.145,0.0825,18.117,0.0338,1.289, 4.156, 1.555, 0.970, 1.891,99.999,0
3666,13407,19.556,0.1166,18.754,0.0256,18.596,0.0512,0.835,-0.929, 1.206, 0.986, 1.489,99.999,0
3667,15108,19.175,0.3226,18.330,0.0665,17.949,0.0255,0.792, 0.142, 1.534, 0.949, 1.824,99.999,0
3668, 7660,18.150,0.0543,17.337,0.0381,17.106,0.0150,1.039, 0.342, 0.924, 0.971, 1.125,99.999,0
3669,10090,19.089,0.0843,18.099,0.0184,17.701,0.0235,0.975, 0.174, 0.421, 0.937, 0.495,99.999,0
3670, 9086,20.685,0.3743,19.887,0.1172,19.568,0.0654,0.982,-3.933,-0.225, 0.966,-0.272,99.999,0
3671, 9782,19.840,0.0551,18.938,0.0347,18.705,0.0417,0.948, 0.853, 0.248, 0.943, 0.294,99.999,0
3672,12156,18.200,0.0902,17.228,0.0305,17.037,0.0264,1.658, 1.439, 1.588, 0.986, 1.963,99.999,0
3673,12641,19.931,0.0484,19.064,0.0434,19.120,0.0328,0.847, 1.098, 0.075, 0.932, 0.088,99.999,0
3674, 8810,18.538,0.0734,17.701,0.0274,17.489,0.0161,1.271, 2.101, 0.543, 0.950, 0.647,99.999,0
3675,13664,18.848,0.0618,17.926,0.0464,17.585,0.0197,1.550, 2.226, 0.265, 0.982, 0.326,99.999,0
3676,18368,20.491,0.2421,99.999,9.9999,18.971,0.1271,1.006, 1.270, 0.921, 0.889, 1.025,99.999,0
3677, 9636,19.061,0.0538,18.083,0.0253,17.859,0.0272,1.382, 2.485, 0.379, 0.925, 0.439,99.999,0
3678, 5170,19.635,0.1268,18.666,0.0777,18.371,0.0310,0.873, 0.457, 0.903, 0.968, 1.095,99.999,0
3679, 1945,18.412,0.0779,17.575,0.0317,17.278,0.0378,1.221, 1.162, 1.530, 0.919, 1.761,99.999,0
3680,14471,20.217,0.2802,19.251,0.0594,18.998,0.0316,0.796, 1.089, 0.386, 0.970, 0.470,99.999,0
3681, 4558,17.580,0.0238,16.570,0.0185,16.235,0.0188,1.451,-0.459, 1.051, 0.929, 1.223,99.999,0
3682,11527,18.136,0.0435,17.457,0.0133,17.301,0.0427,1.010,-0.301, 2.783, 0.953, 3.324,99.999,0
3683, 3178,20.146,0.2766,19.197,0.0560,19.097,0.1344,0.971,-2.406, 2.530, 0.930, 2.948,99.999,0
3684,16976,20.133,0.3708,19.991,0.2183,19.320,0.0773,0.913,-2.827, 1.180, 0.899, 1.330,99.999,0
3685, 1832,18.639,0.0567,17.856,0.0664,17.544,0.0396,1.445, 1.917, 0.842, 0.910, 0.961,99.999,0
3686, 1614,19.633,0.1513,18.654,0.1001,18.285,0.0352,0.851,-0.213, 1.937, 0.918, 2.228,99.999,0
3687,  623,19.266,0.1561,18.259,0.0362,18.027,0.0622,1.107, 1.079, 2.569, 0.958, 3.083,99.999,0
3688, 7414,19.765,0.1849,18.929,0.0709,18.723,0.0641,1.306, 1.197, 0.486, 0.967, 0.589,99.999,0
3689,16474,20.292,0.0841,19.288,0.0363,19.076,0.0557,0.730,-2.898, 0.734, 0.993, 0.913,99.999,0
3690, 8020,18.208,0.0698,17.404,0.0320,16.938,0.0203,1.263, 0.202, 0.087, 0.971, 0.106,99.999,0
3691, 2157,20.661,0.1673,19.303,0.0446,19.343,0.0593,0.737,-0.640, 0.953, 0.920, 1.099,99.999,0
3692,13661,19.346,0.1216,18.066,0.0899,17.908,0.0367,0.901, 0.453, 1.561, 0.928, 1.815,99.999,0
3693, 4362,19.088,0.1246,18.257,0.1352,18.085,0.0383,1.141, 2.464, 1.302, 0.986, 1.608,99.999,0
3694,15592,19.229,0.0311,18.489,0.0708,18.208,0.0263,0.906, 1.706, 1.330, 0.964, 1.607,99.999,0
3695, 7658,18.832,0.0979,18.074,0.0755,17.728,0.0243,1.069, 0.813, 1.546, 0.957, 1.853,99.999,0
3696, 4248,20.049,0.0655,19.138,0.0486,18.771,0.0605,0.883,-1.369, 1.518, 0.923, 1.757,99.999,0
