,seq,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,chi,sharp,Jvar,Kvar,Lvar,Kamp,Var_Status
221, 2323,18.386,0.3977,17.504,0.7291,17.127,0.0969,0.842,-0.338,17.287, 0.965,20.909, 0.961,1
222, 8968,18.340,0.0600,17.419,0.1612,17.001,0.0476,1.215, 0.318, 5.119, 0.956, 6.135, 0.738,1
223, 2632,18.796,0.0472,17.849,0.0222,17.521,0.0708,0.902,-0.702, 4.734, 0.954, 5.662, 0.899,1
224, 9868,17.978,0.1083,16.952,0.0893,15.984,0.0255,2.089, 0.196, 4.257, 0.907, 4.839, 0.473,1
225,11164,19.051,0.4780,18.573,0.0288,17.569,0.0595,0.817,-0.029, 6.605, 0.941, 7.788, 0.600,1
226, 4188,20.910,0.3376,19.241,0.1182,17.852,0.1322,1.125, 1.616, 5.757, 0.945, 6.818, 1.246,1
227,16135,17.927,0.0848,17.270,0.1509,17.014,0.0310,1.106, 0.957, 3.527, 0.978, 4.322, 0.328,1
228,15439,19.447,0.3926,17.806,0.3943,16.954,0.0592,1.130, 0.115, 9.979, 0.875,10.948, 0.988,1
229,12605,18.057,0.0653,17.398,0.0532,16.831,0.0438,1.323, 0.924, 3.762, 0.927, 4.372, 0.459,1
230,12910,20.576,0.1819,19.922,0.1333,17.808,0.1003,0.912,-0.415, 6.843, 0.924, 7.924, 1.026,1
231,15975,18.673,0.2063,17.638,0.2649,16.821,0.0320,0.946, 0.288, 5.349, 0.939, 6.297, 0.274,1
232, 6775,17.828,0.3480,17.136,0.6105,16.273,0.0846,1.019, 0.173,15.755, 0.964,19.038, 0.895,1
233,12728,21.443,0.4105,18.697,0.0648,17.105,0.1218,1.424, 0.080, 7.044, 0.845, 7.464, 1.224,1
234, 6443,18.181,0.0720,17.166,0.0700,16.744,0.0354,1.409, 0.420, 3.872, 0.954, 4.630, 0.512,1
235, 6682,19.259,0.2314,18.393,0.6944,17.174,0.0476,1.324, 0.553, 4.618, 0.979, 5.667, 0.612,1
236, 7811,18.860,0.1684,18.011,0.2313,17.467,0.0402,0.881,-0.136, 3.602, 0.915, 4.130, 0.383,1
237,17405,18.721,0.5467,17.539,0.0117,17.336,0.0533,0.857,-0.119, 9.051, 0.960,10.890, 0.711,1
238,15452,18.646,0.1439,17.864,0.0652,17.383,0.0296,0.830, 0.065, 4.354, 0.985, 5.377, 0.478,1
239,17954,18.749,0.1703,17.790,0.1826,16.576,0.0434,1.873, 0.759, 4.212, 0.926, 4.890, 0.555,1
240, 1634,19.300,0.0791,18.183,0.0210,17.607,0.1019,0.833, 0.284, 7.350, 0.924, 8.513, 0.986,1
241,11935,17.649,0.0437,16.739,0.0108,16.532,0.0374,1.219, 0.531, 3.703, 0.961, 4.460, 0.339,1
242, 3656,18.193,0.1116,16.888,0.1347,16.243,0.0194,1.014,-0.263, 3.541, 0.954, 4.235, 0.197,1
243,16157,19.115,0.1069,18.351,0.0405,17.102,0.1160,1.208, 1.485, 8.342, 0.962,10.061, 0.894,1
244, 6775,17.828,0.3480,17.136,0.6105,16.273,0.0846,1.019, 0.173,15.755, 0.964,19.038, 0.895,1
245,17109,18.246,0.0901,17.668,0.2750,17.345,0.0754,1.098, 1.229, 6.799, 0.964, 8.211, 0.628,1
246, 1286,18.693,0.2184,17.830,0.1688,17.492,0.0472,0.845, 0.654, 4.145, 0.944, 4.905, 0.473,1
247, 8969,19.996,0.4606,18.170,0.1361,17.444,0.0596,1.064,-0.884, 5.316, 0.961, 6.402, 0.780,1
248, 4274,18.309,0.1444,17.314,0.1880,16.769,0.0226,0.988, 0.706, 3.498, 0.969, 4.247, 0.263,1
249,15629,18.439,0.1418,17.652,0.1715,17.303,0.0286,0.850,-0.283, 3.565, 0.984, 4.399, 0.235,1
250,12990,19.023,0.3994,18.769,0.5606,17.934,0.1426,1.170, 1.646, 7.348, 0.923, 8.501, 1.256,1
251,17704,19.079,0.1298,18.485,0.0391,17.521,0.0682,1.216, 0.069, 3.726, 0.974, 4.548, 0.654,1
252,16973,19.380,0.1316,18.381,0.1896,17.878,0.0813,0.929,-0.129, 4.537, 0.974, 5.536, 0.700,1
253,14679,17.029,0.0480,16.277,0.0281,15.723,0.0365,1.120,-0.087, 6.476, 0.952, 7.727, 0.434,1
254, 1511,18.816,0.1383,17.505,0.2942,16.411,0.0704,0.913,-0.172,10.198, 0.941,12.028, 0.737,1
255, 6449,17.800,0.0201,16.838,0.0145,16.197,0.0769,1.988, 0.590, 5.984, 0.960, 7.203, 0.727,1
256,15590,18.808,0.0859,17.744,0.0116,17.332,0.0372,0.828, 0.026, 3.795, 0.975, 4.638, 0.407,1
257,  959,17.735,0.1313,16.577,0.0306,16.148,0.0738,2.422, 1.201, 4.512, 0.917, 5.187, 0.657,1
258,17345,18.379,0.2678,17.261,0.1703,17.163,0.1029,1.157,-0.154,10.151, 0.963,12.254, 0.860,1
259, 1287,18.152,0.0503,17.278,0.1805,16.626,0.0647,1.421, 1.276, 4.674, 0.936, 5.481, 0.583,1
260,14885,18.471,0.1332,17.656,0.1258,17.255,0.0794,0.901, 0.136, 8.384, 0.981,10.310, 0.722,1
261, 3419,18.144,0.1277,16.917,0.2617,16.154,0.0543,1.476, 0.728, 6.371, 0.953, 7.608, 0.549,1
262,15964,17.577,0.1474,16.531,0.3749,16.138,0.1023,1.034,-0.165,18.903, 0.975,23.095, 0.769,1
263,10165,18.357,0.0556,17.669,0.0630,16.893,0.0282,1.403, 0.887, 3.525, 0.921, 4.071, 0.605,1
264,11314,19.280,0.1774,18.034,0.0923,16.413,0.0436,1.314, 0.406, 6.946, 0.930, 8.098, 0.709,1
265,16384,19.170,0.0389,18.014,0.0936,17.003,0.0882,1.373, 1.411, 5.758, 0.947, 6.833, 0.697,1
266, 1345,18.428,0.1396,17.557,0.1938,17.176,0.0363,0.919, 0.338, 4.010, 0.979, 4.919, 0.373,1
267, 8887,18.214,0.1587,17.182,0.0615,17.097,0.0551,1.462, 1.308, 5.218, 0.955, 6.247, 0.655,1
268, 3039,18.337,0.1839,17.341,0.0116,17.144,0.1002,0.920,-0.686, 9.470, 0.965,11.451, 0.842,1
269,15398,18.124,0.0917,16.880,0.0124,16.132,0.0418,1.490, 0.415, 6.445, 0.971, 7.846, 0.495,1
270,19549,19.073,0.6282,17.838,0.0219,17.430,0.0629,1.012,-0.329, 7.080, 0.991, 8.793, 0.673,1
271, 5777,18.451,0.1160,17.534,0.0236,17.240,0.0701,1.329, 1.153, 3.935, 0.971, 4.788, 0.526,1
272,15434,20.713,0.1901,19.106,0.1513,17.168,0.0422,0.932, 0.174, 5.832, 0.952, 6.961, 0.719,1
273,12313,17.748,0.1013,17.477,0.0209,17.522,0.0398,0.924, 0.080, 3.346, 0.989, 4.146, 0.365,1
274, 2071,18.849,0.2258,18.176,0.0426,17.310,0.0669,0.974, 0.465, 5.452, 0.959, 6.552, 0.671,1
275,17390,18.850,0.0630,18.310,0.0322,17.838,0.0657,0.904, 0.572, 3.539, 0.917, 4.069, 0.625,1
276, 3631,16.673,0.0301,15.780,0.0842,15.218,0.0258,1.812,-0.239, 3.507, 0.950, 4.174, 0.377,1
277,12407,18.457,0.1275,17.143,0.0749,16.448,0.0274,1.386, 0.361, 3.676, 0.984, 4.533, 0.240,1
278,13246,19.124,0.1438,18.081,0.0214,17.741,0.0524,0.862,-0.127, 3.500, 0.970, 4.254, 0.464,1
279,  737,18.848,0.2349,18.149,0.0523,17.997,0.1099,1.264, 3.705, 3.685, 0.923, 4.262, 2.184,1
280,12728,21.443,0.4105,18.697,0.0648,17.105,0.1218,1.424, 0.080, 7.044, 0.845, 7.464, 1.224,1
281,13940,19.558,0.1876,18.023,0.0714,17.188,0.0766,0.773, 0.116, 8.055, 0.979, 9.886, 0.722,1
282, 4841,18.877,0.3880,18.269,0.0379,17.588,0.0828,1.055, 0.041, 6.132, 0.952, 7.315, 0.654,1
283,12910,20.576,0.1819,19.922,0.1333,17.808,0.1003,0.912,-0.415, 6.843, 0.924, 7.924, 1.026,1
284,15669,18.714,0.1169,17.873,0.0535,17.607,0.0409,0.852, 0.526, 3.295, 0.978, 4.039, 0.349,1
285,14124,17.887,0.0586,17.115,0.0096,16.960,0.0351,0.985,-0.211, 3.913, 0.971, 4.761, 0.311,1
286, 2238,18.721,0.3789,18.269,0.0269,17.641,0.0436,1.016,-0.094, 4.044, 0.945, 4.790, 0.505,1
287,13117,18.845,0.1941,18.110,0.2724,17.633,0.0569,0.979,-0.397, 4.039, 0.921, 4.663, 0.626,1
288,12370,18.261,0.1270,17.470,0.1936,17.086,0.0240,1.049,-0.017, 5.035, 0.957, 6.036, 0.468,1
289,  850,20.224,0.4296,18.320,0.3646,17.130,0.0981,0.989,-0.198, 8.035, 0.970, 9.766, 0.857,1
290,18468,99.999,9.9999,99.999,9.9999,17.990,0.2634,1.535, 1.131, 3.934, 0.920, 4.535, 1.462,1
291,19042,18.248,0.4841,17.431,0.5663,17.606,0.0781,1.644, 1.057, 5.216, 0.963, 6.296, 0.843,1
292,14841,18.511,0.1979,17.574,0.0192,17.376,0.0603,1.019,-0.107, 6.139, 0.979, 7.534, 0.562,1
293, 9912,19.239,0.1057,18.183,0.0198,17.344,0.0538,1.040, 0.403, 5.478, 0.917, 6.299, 0.689,1
294, 6143,17.553,0.1804,16.331,0.0122,15.910,0.0468,1.618, 0.109, 4.989, 0.924, 5.777, 0.464,1
295, 8813,18.343,0.1455,17.693,0.1837,17.377,0.0570,1.238, 1.176, 5.742, 0.920, 6.619, 0.883,1
296,17671,19.381,0.0480,18.512,0.0222,17.409,0.0473,0.968,-1.177, 3.369, 0.976, 4.120, 0.440,1
297, 4459,18.621,0.2475,17.603,0.0498,17.157,0.0452,0.895,-0.313, 4.846, 0.967, 5.871, 0.524,1
298,15983,18.335,0.0876,17.292,0.0996,16.979,0.0301,0.941,-0.364, 3.450, 0.981, 4.241, 0.237,1
299, 1408,18.037,0.0910,17.151,0.0927,16.807,0.0535,1.712, 2.159, 4.102, 0.932, 4.792, 0.841,1
300,18496,17.735,0.0468,17.027,0.0316,16.665,0.1714,2.428, 1.655, 4.430, 0.992, 5.506, 0.573,1
301,14143,20.218,0.8873,19.108,0.4409,17.361,0.1326,0.805,-0.782,13.472, 0.935,15.793, 1.551,1
302,14243,18.975,0.0503,17.771,0.0262,17.292,0.0470,0.841, 0.022, 3.556, 0.978, 4.360, 0.384,1
303,14143,20.218,0.8873,19.108,0.4409,17.361,0.1326,0.805,-0.782,13.472, 0.935,15.793, 1.551,1
304,16814,18.266,0.2298,17.708,0.0132,17.286,0.0506,0.878,-0.302, 5.347, 0.929, 6.226, 0.497,1
305,15965,17.996,0.0843,17.210,0.0633,16.737,0.0898,0.870,-0.033,12.129, 0.964,14.661, 0.803,1
306,   97,18.863,0.1119,18.143,0.0441,17.280,0.2506,1.726, 2.403, 5.205, 0.927, 6.050, 0.961,1
307, 2235,19.255,0.3109,17.839,0.0184,17.390,0.0664,0.922, 0.205, 3.836, 0.946, 4.546, 0.546,1
308,16393,21.273,0.7988,21.263,0.3090,18.505,0.1149,0.812, 0.339, 4.368, 0.941, 5.152, 1.048,1
309,10321,18.310,0.1468,17.773,0.0185,17.280,0.0549,1.289, 0.310, 3.988, 0.939, 4.693, 0.692,1
310,15436,16.809,0.0846,16.316,0.0254,15.655,0.0329,2.547, 0.198, 4.090, 0.949, 4.863, 0.352,1
311, 4140,18.077,0.1661,16.927,0.0907,16.218,0.0392,1.281, 0.754, 5.188, 0.949, 6.172, 0.396,1
312, 8561,18.608,0.0958,17.803,0.2829,17.262,0.0447,1.398, 0.623, 3.591, 0.942, 4.238, 0.581,1
313,12677,18.464,0.1577,17.557,0.0163,17.640,0.0580,0.984,-0.433, 5.570, 0.956, 6.676, 0.687,1
314, 3159,18.495,0.2464,17.394,0.1963,16.432,0.0408,1.161, 0.185, 6.662, 0.967, 8.076, 0.573,1
315, 2935,18.433,0.0941,17.523,0.2516,17.380,0.0520,1.029, 0.959, 4.446, 0.958, 5.339, 0.500,1
316, 8969,19.996,0.4606,18.170,0.1361,17.444,0.0596,1.064,-0.884, 5.316, 0.961, 6.402, 0.780,1
317,15071,18.825,0.4383,17.607,0.0210,17.176,0.0795,1.148,-0.086, 7.770, 0.943, 9.185, 0.764,1
318,12859,18.634,0.2139,17.732,0.2605,17.153,0.0342,1.031, 0.134, 4.599, 0.915, 5.274, 0.305,1
319,16770,18.593,0.0948,17.803,0.0165,17.462,0.0431,0.840,-0.177, 4.010, 0.971, 4.881, 0.414,1
320,10397,18.232,0.0919,17.399,0.1336,16.918,0.0358,1.082, 0.458, 5.113, 0.947, 6.067, 0.431,1
321,11136,17.974,0.1161,16.844,0.0860,16.310,0.0357,1.101, 0.162, 5.649, 0.981, 6.946, 0.307,1
322, 1054,18.295,0.0749,17.311,0.0192,17.141,0.0557,0.976, 0.281, 4.829, 0.970, 5.870, 0.561,1
323, 3578,18.224,0.1565,16.948,0.0784,16.468,0.0314,0.969,-0.013, 3.843, 0.952, 4.583, 0.263,1
324, 2663,18.298,0.1990,17.228,0.0176,17.032,0.1034,1.158, 0.722,11.926, 0.952,14.230, 1.088,1
325,10165,18.357,0.0556,17.669,0.0630,16.893,0.0282,1.403, 0.887, 3.525, 0.921, 4.071, 0.605,1
326, 1791,99.999,9.9999,19.956,0.0849,17.939,0.0749,0.857,-1.156, 6.080, 0.910, 6.935, 1.229,1
327, 3919,20.466,0.1281,18.509,0.0357,17.177,0.0365,0.965,-0.929, 4.428, 0.928, 5.151, 0.556,1
328, 2639,19.306,0.2133,18.153,0.0446,17.420,0.0830,0.810,-0.960, 7.566, 0.952, 9.025, 0.941,1
329, 4014,19.877,0.2208,18.100,0.0278,16.848,0.0589,1.206, 0.271, 4.893, 0.932, 5.718, 0.661,1
330,17824,18.560,0.1676,17.869,0.2666,17.425,0.0512,1.167, 1.175, 4.202, 0.957, 5.041, 0.463,1
331,  935,19.712,0.0497,18.457,0.0507,16.915,0.0666,1.543, 1.134, 5.187, 0.911, 5.920, 0.845,1
332,13009,17.875,0.0639,16.809,0.0209,16.309,0.0243,0.922, 0.066, 3.470, 0.980, 4.261, 0.217,1
333,17704,19.079,0.1298,18.485,0.0391,17.521,0.0682,1.216, 0.069, 3.726, 0.974, 4.548, 0.654,1
334,19060,17.730,0.5223,18.126,0.4931,17.577,0.2906,1.558, 3.715,11.753, 0.774,11.402, 3.138,1
335,18109,18.712,0.1204,18.192,0.3497,17.629,0.0609,1.119, 0.656, 4.003, 0.941, 4.723, 0.512,1
336, 3139,18.128,0.0527,17.313,0.0335,16.934,0.0615,1.251, 1.539, 4.394, 0.942, 5.186, 0.637,1
337, 4685,18.780,0.2102,17.611,0.1010,17.148,0.0839,0.831,-0.367, 8.562, 0.980,10.521, 0.799,1
338,14675,19.257,0.4389,18.211,0.1310,18.070,0.0708,0.860, 0.015, 5.335, 0.948, 6.339, 0.704,1
339,19101,18.455,0.1880,17.551,0.1688,17.309,0.0375,0.889,-0.537, 3.794, 0.988, 4.699, 0.342,1
340,12332,19.149,0.0247,17.767,0.0155,16.612,0.0390,1.016,-0.253, 6.330, 0.955, 7.581, 0.624,1
341,17336,19.267,0.3780,18.915,0.0532,18.059,0.0578,0.908,-0.114, 3.477, 0.936, 4.078, 0.678,1
342, 9575,18.746,0.1029,17.962,0.0525,17.232,0.0451,1.479, 1.188, 3.856, 0.940, 4.542, 0.610,1
343,14412,17.935,0.1369,16.916,0.0146,16.609,0.0296,1.489, 0.536, 3.650, 0.969, 4.435, 0.304,1
344, 2632,18.796,0.0472,17.849,0.0222,17.521,0.0708,0.902,-0.702, 4.734, 0.954, 5.662, 0.899,1
345,  458,18.591,0.1422,17.727,0.4036,17.311,0.0684,1.328, 0.743, 4.708, 0.970, 5.720, 0.580,1
346, 9575,18.746,0.1029,17.962,0.0525,17.232,0.0451,1.479, 1.188, 3.856, 0.940, 4.542, 0.610,1
347, 7976,18.672,0.0786,17.780,0.1090,17.177,0.0546,1.119, 0.598, 3.843, 0.934, 4.499, 0.596,1
348, 4960,19.019,0.1887,17.499,0.0244,17.144,0.0841,1.301, 0.892, 6.676, 0.974, 8.145, 0.758,1
349,17345,18.379,0.2678,17.261,0.1703,17.163,0.1029,1.157,-0.154,10.151, 0.963,12.254, 0.860,1
350, 7618,19.309,0.2898,18.149,0.0277,18.155,0.0608,0.937,-0.736, 3.437, 0.968, 4.168, 0.590,1
351, 8658,17.733,0.0744,17.346,0.1155,16.704,0.0309,1.514, 0.875, 4.109, 0.911, 4.692, 0.751,1
352, 4581,18.190,0.0368,17.177,0.0158,17.120,0.0962,0.996, 0.110, 7.002, 0.934, 8.197, 0.846,1
353, 9433,20.914,0.2499,19.185,0.0556,17.207,0.0858,1.175, 0.428, 9.485, 0.957,11.377, 1.593,1
354, 8726,17.357,0.0967,16.692,0.1295,15.966,0.0298,2.033, 0.345, 5.024, 0.886, 5.581, 0.750,1
355,  619,18.273,0.1933,17.560,0.0939,16.817,0.0841,1.169, 0.188, 6.967, 0.956, 8.349, 0.734,1
356, 2558,18.424,0.1021,17.538,0.0149,17.019,0.0668,1.113, 0.870, 5.707, 0.945, 6.755, 0.626,1
357,10489,18.147,0.0853,17.471,0.0873,17.059,0.0326,1.302, 0.160, 4.137, 0.902, 4.679, 0.646,1
358,18380,99.999,9.9999,99.999,9.9999,18.345,0.3804,0.963,-1.724, 9.266, 0.865,10.047, 2.309,1
359,  735,18.837,0.2415,17.793,0.0135,17.419,0.0453,0.975, 0.421, 3.518, 0.955, 4.212, 0.450,1
360, 3837,18.126,0.0739,17.248,0.0135,16.670,0.0828,1.612, 1.070, 5.695, 0.957, 6.832, 0.782,1
361, 6501,18.674,0.0930,17.612,0.0453,16.702,0.0545,1.505, 1.427, 5.031, 0.954, 6.014, 0.734,1
362,16227,18.332,0.3150,17.305,0.2996,16.728,0.0408,0.917,-0.064, 8.497, 0.966,10.286, 0.376,1
363,13759,17.318,0.2698,16.271,0.5536,15.487,0.1115,1.327, 0.119,24.633, 0.961,29.654, 1.008,1
364,11314,19.280,0.1774,18.034,0.0923,16.413,0.0436,1.314, 0.406, 6.946, 0.930, 8.098, 0.709,1
365, 9630,18.427,0.1135,17.763,0.1198,17.259,0.0517,1.161, 1.050, 5.240, 0.906, 5.948, 0.664,1
366, 2235,19.255,0.3109,17.839,0.0184,17.390,0.0664,0.922, 0.205, 3.836, 0.946, 4.546, 0.546,1
367,  243,19.131,0.1591,18.198,0.0343,17.680,0.0932,1.361, 1.437, 4.174, 0.906, 4.740, 0.830,1
368,13882,20.074,0.5673,18.171,0.0303,17.090,0.1082,1.015, 0.150,11.279, 0.973,13.750, 1.004,1
369,18496,17.735,0.0468,17.027,0.0316,16.665,0.1714,2.428, 1.655, 4.430, 0.992, 5.506, 0.573,1
370, 8388,18.163,0.1668,17.509,0.1160,16.716,0.0602,1.420, 0.508, 8.464, 0.954,10.119, 0.750,1
371,  575,17.854,0.1320,16.828,0.1957,16.194,0.0324,1.594, 0.655, 3.424, 0.954, 4.093, 0.260,1
372,13870,18.679,0.0495,17.839,0.0245,17.431,0.0490,1.000,-1.010, 3.578, 0.967, 4.336, 0.448,1
373,15150,17.840,0.1931,16.863,0.2209,16.595,0.0603,1.830, 1.308, 6.772, 0.951, 8.074, 0.532,1
374,11879,18.132,0.0737,17.486,0.0767,16.948,0.0301,1.158, 0.202, 4.630, 0.947, 5.496, 0.534,1
375, 8549,20.193,0.2614,18.722,0.4398,17.700,0.0875,0.818, 0.493, 8.585, 0.889, 9.562, 1.093,1
376,18444,18.297,0.1608,17.634,0.0235,17.217,0.0997,1.349, 0.308, 5.640, 0.992, 7.013, 0.708,1
377, 5022,18.138,0.0811,17.141,0.0265,16.905,0.0550,1.613, 0.562, 3.595, 0.974, 4.389, 0.528,1
378,19491,20.032,0.2381,18.728,0.3532,17.766,0.0801,0.902, 0.303, 6.154, 0.951, 7.332, 0.762,1
379,15150,17.840,0.1931,16.863,0.2209,16.595,0.0603,1.830, 1.308, 6.772, 0.951, 8.074, 0.532,1
380,17986,18.138,0.1464,17.333,0.1600,16.914,0.1022,1.329,-0.449, 8.977, 0.968,10.892, 0.840,1
381,15729,20.217,0.0694,18.706,0.0273,16.641,0.0761,0.896, 0.125, 9.838, 0.957,11.799, 0.800,1
382,13556,18.810,0.0475,18.213,0.0274,16.978,0.1149,0.977, 0.468,12.343, 0.978,15.130, 1.124,1
383, 8786,18.907,0.1275,18.918,0.2020,17.820,0.0838,1.320, 2.393, 5.070, 0.780, 4.958, 1.440,1
384,15552,99.999,9.9999,19.478,0.0662,17.304,0.1193,0.878,-0.536,11.585, 0.932,13.525, 1.279,1
385,14675,19.257,0.4389,18.211,0.1310,18.070,0.0708,0.860, 0.015, 5.335, 0.948, 6.339, 0.704,1
386,15875,19.116,0.2039,18.779,0.0361,18.043,0.0549,0.763,-0.520, 4.703, 0.959, 5.653, 0.633,1
387, 1332,19.063,0.1723,17.974,0.1605,17.580,0.0465,0.845, 0.404, 3.719, 0.987, 4.599, 0.379,1
388, 4666,19.277,0.1337,18.211,0.2667,17.292,0.0578,0.891,-0.827, 5.742, 0.973, 7.003, 0.670,1
389,11921,18.842,0.0793,18.181,0.2288,17.575,0.0595,1.171, 0.586, 4.552, 0.943, 5.379, 0.743,1
390,13537,17.562,0.1198,16.356,0.0496,16.004,0.0282,1.514, 0.278, 4.441, 0.962, 5.352, 0.236,1
391,14036,19.721,0.6910,18.074,0.5645,16.754,0.0859,1.107, 0.486,13.191, 0.957,15.821, 1.052,1
392,11978,17.932,0.1430,17.200,0.0831,16.521,0.0238,1.332, 0.234, 3.495, 0.940, 4.119, 0.278,1
393,12608,18.498,0.2832,17.644,0.0195,16.652,0.0254,1.304,-0.093, 3.370, 0.950, 4.012, 0.289,1
394,19542,15.620,0.4667,15.239,0.0160,14.955,0.1032,2.243, 0.322,15.328, 0.958,18.403, 0.576,1
395,13076,18.402,0.1353,17.362,0.0366,17.107,0.0351,0.844,-0.298, 3.990, 0.988, 4.939, 0.279,1
396,13984,18.311,0.3688,18.071,0.0224,17.403,0.0597,0.992,-0.238, 7.308, 0.965, 8.842, 0.716,1
397,16274,18.469,0.1700,17.960,0.0241,17.453,0.0506,1.035, 1.060, 3.982, 0.973, 4.857, 0.414,1
398, 4818,18.544,0.2723,17.187,0.0230,16.854,0.0751,1.545, 1.027, 6.045, 0.955, 7.238, 0.669,1
399, 3136,18.380,0.1019,17.238,0.1476,16.741,0.0418,1.383, 0.381, 4.829, 0.922, 5.580, 0.548,1
400, 9380,18.234,0.1241,17.486,0.1744,17.042,0.0416,1.384, 1.140, 3.743, 0.920, 4.316, 0.644,1
401, 9791,20.416,0.1233,18.305,0.0635,16.916,0.0766,0.970,-0.041,11.049, 0.943,13.058, 1.218,1
402, 3929,18.322,0.0219,17.257,0.0199,17.049,0.0576,1.272, 0.453, 3.942, 0.962, 4.753, 0.488,1
403,11556,18.580,0.2462,17.815,0.0163,17.094,0.0620,0.972,-0.785, 6.621, 0.940, 7.805, 0.687,1
404, 7201,18.880,0.1514,17.725,0.1862,17.330,0.0353,0.928, 0.039, 3.452, 0.977, 4.229, 0.357,1
405, 8074,18.233,0.1711,17.125,0.1624,16.809,0.0451,1.409, 0.723, 4.860, 0.945, 5.758, 0.551,1
406, 3039,18.337,0.1839,17.341,0.0116,17.144,0.1002,0.920,-0.686, 9.470, 0.965,11.451, 0.842,1
407, 1791,99.999,9.9999,19.956,0.0849,17.939,0.0749,0.857,-1.156, 6.080, 0.910, 6.935, 1.229,1
408, 1590,17.145,0.2516,16.218,0.0374,15.860,0.0480,1.930, 0.320, 5.902, 0.928, 6.865, 0.471,1
409,12116,19.187,0.1654,17.997,0.1223,17.501,0.0351,0.800,-0.420, 3.285, 0.973, 4.006, 0.299,1
410,12605,18.057,0.0653,17.398,0.0532,16.831,0.0438,1.323, 0.924, 3.762, 0.927, 4.372, 0.459,1
411,17735,18.788,0.1336,17.992,0.3035,17.520,0.0477,0.904, 0.231, 4.503, 0.948, 5.353, 0.395,1
412, 3359,19.513,0.2934,18.467,0.0318,18.070,0.0685,1.012, 0.579, 3.446, 0.963, 4.159, 0.669,1
413,15434,20.713,0.1901,19.106,0.1513,17.168,0.0422,0.932, 0.174, 5.832, 0.952, 6.961, 0.719,1
414, 1984,18.504,0.2217,17.142,0.0237,16.841,0.0455,1.514, 1.432, 3.701, 0.923, 4.283, 0.558,1
415,19385,17.644,0.2425,16.598,0.0283,16.507,0.2779,2.034, 0.654,11.039, 0.763,10.562, 2.787,1
416, 1999,18.784,0.0254,17.780,0.0237,17.329,0.0512,0.893,-0.254, 4.843, 0.948, 5.756, 0.554,1
417,12064,18.931,0.1056,18.156,0.1019,17.586,0.0416,0.906,-0.797, 3.654, 0.984, 4.509, 0.516,1
418, 6988,18.937,0.2058,18.183,0.2886,17.847,0.0544,0.867,-0.673, 4.375, 0.971, 5.325, 0.494,1
419,18401,21.264,0.3835,99.999,9.9999,17.314,0.1764,0.988, 0.359,10.672, 0.935,12.505, 0.920,1
420, 2102,18.686,0.1041,17.805,0.2534,17.600,0.0587,0.965, 1.274, 4.416, 0.976, 5.403, 0.510,1
421, 3446,19.056,0.2425,17.796,0.4042,16.940,0.0561,0.903, 0.207, 7.608, 0.959, 9.148, 0.618,1
422, 6796,19.309,0.1317,17.891,0.1387,16.623,0.0567,1.189, 0.408, 6.333, 0.947, 7.515, 0.903,1
423, 9777,18.537,0.1179,17.949,0.2401,17.551,0.0269,0.892, 0.195, 5.079, 0.954, 6.072, 0.482,1
424, 8658,17.733,0.0744,17.346,0.1155,16.704,0.0309,1.514, 0.875, 4.109, 0.911, 4.692, 0.751,1
425,15028,18.331,0.0630,17.729,0.2239,17.112,0.0457,1.309, 0.811, 5.148, 0.952, 6.146, 0.695,1
426,14752,19.093,0.4470,17.756,0.0204,16.838,0.0900,1.283, 0.592, 9.457, 0.981,11.626, 0.843,1
427,14397,18.232,0.2405,17.255,0.1355,17.014,0.0681,0.840, 0.352,10.729, 0.983,13.219, 0.647,1
428,13870,18.679,0.0495,17.839,0.0245,17.431,0.0490,1.000,-1.010, 3.578, 0.967, 4.336, 0.448,1
429, 1003,16.982,0.1153,16.095,0.3394,15.611,0.0539,2.126, 0.720, 8.087, 0.951, 9.644, 0.491,1
430, 8799,18.028,0.1161,17.237,0.0385,17.049,0.0498,1.195, 0.628, 6.818, 0.963, 8.226, 0.659,1
431, 3445,19.563,0.2725,18.614,0.3813,18.058,0.0360,0.715, 0.313, 3.473, 0.973, 4.236, 0.342,1
432,11300,18.147,0.1645,17.607,0.0525,16.961,0.0708,1.234, 0.917, 6.097, 0.926, 7.078, 0.606,1
433, 3039,18.337,0.1839,17.341,0.0116,17.144,0.1002,0.920,-0.686, 9.470, 0.965,11.451, 0.842,1
434,14397,18.232,0.2405,17.255,0.1355,17.014,0.0681,0.840, 0.352,10.729, 0.983,13.219, 0.647,1
435, 5470,18.873,0.4609,17.465,0.4585,16.643,0.0592,1.017, 0.374,10.020, 0.949,11.917, 0.574,1
436,15990,19.360,0.1390,18.352,0.4278,17.415,0.0756,0.831, 0.494, 7.346, 0.974, 8.967, 0.622,1
437,16562,19.501,0.3093,18.709,0.2334,18.365,0.0779,0.776, 0.098, 3.864, 0.959, 4.646, 0.603,1
438,12608,18.498,0.2832,17.644,0.0195,16.652,0.0254,1.304,-0.093, 3.370, 0.950, 4.012, 0.289,1
439, 6443,18.181,0.0720,17.166,0.0700,16.744,0.0354,1.409, 0.420, 3.872, 0.954, 4.630, 0.512,1
440,11672,18.065,0.1628,17.280,0.0165,16.568,0.0184,1.182, 0.192, 3.635, 0.932, 4.247, 0.277,1
